# Iteration, Elapsed time, Mean value, Best value, Cycle
17,6.431810617446899,29816.403169703404,27154.48839924464,16,17,18,14,11,10,9,5,0,1,4,7,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,
18,6.97842264175415,28160.58046361583,27154.48839924464,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,18,14,11,10,9,5,0,1,4,7,
19,7.447490453720093,28503.814117055666,27154.48839924464,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,18,14,11,10,9,5,0,1,4,7,
20,7.876866340637207,28428.389710841748,27154.48839924464,9,5,0,1,4,7,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,18,14,11,10,
21,8.230818271636963,29818.944260974433,27154.48839924464,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,18,14,11,10,9,5,0,1,4,7,3,2,
22,8.564350128173828,29948.980061734484,27154.48839924464,16,17,18,14,11,10,9,5,0,1,4,7,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,
23,9.009813070297241,29885.978478702,27154.48839924464,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,18,14,11,10,9,5,0,1,4,7,3,2,6,
24,9.361418962478638,28441.31384056821,27154.48839924464,9,5,0,1,4,7,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,18,14,11,10,
25,9.672303199768066,29199.537643089254,27154.48839924464,16,17,18,14,11,10,9,5,0,1,4,7,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,
26,10.085179328918457,28465.646762318112,27154.48839924464,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,18,14,11,10,9,5,0,1,4,7,3,
27,10.429349422454834,29053.461866283265,27154.48839924464,16,17,18,14,11,10,9,5,0,1,4,7,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,
28,10.707084655761719,29397.411805694905,27154.48839924464,16,17,18,14,11,10,9,5,0,1,4,7,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,
29,11.058286666870117,28863.023905712438,27154.48839924464,18,14,11,10,9,5,0,1,4,7,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,
30,11.326846837997437,28577.17672118069,27154.48839924464,16,17,18,14,11,10,9,5,0,1,4,7,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,
31,11.614386796951294,28827.917730910533,27154.48839924464,18,14,11,10,9,5,0,1,4,7,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,
32,11.930195808410645,28159.081720423692,27154.48839924464,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,18,14,11,10,9,5,0,1,4,7,3,2,
33,12.233120918273926,28429.12781715023,27154.48839924464,14,11,10,9,5,0,1,4,7,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,18,
34,12.558880805969238,28313.032439817285,27154.48839924464,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,18,14,11,10,9,5,0,1,4,7,
35,12.829838991165161,27986.598549513754,27154.48839924464,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,18,14,11,10,9,5,0,1,4,7,3,2,6,
36,13.10296106338501,27633.300313194854,27154.48839924464,18,14,11,10,9,5,0,1,4,7,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,
